fila,pregunta,codigos
64,q9,ingresos_salarios_jubilaciones; acceso_a_la_salud
65,q9,ingresos_salarios_jubilaciones; territorial
67,q9,empleo_y_mercado_laboral
68,q9,distribucion_de_riqueza_y_poder; empleo_y_mercado_laboral
69,q9,acceso_a_la_educacion; empleo_y_mercado_laboral; distribucion_de_riqueza_y_poder
71,q9,empleo_y_mercado_laboral; territorial; acceso_a_la_salud
72,q9,empleo_y_mercado_laboral; ingresos_salarios_jubilaciones
73,q9,vivienda_y_habitat; distribucion_de_riqueza_y_poder
76,q9,empleo_y_mercado_laboral; ingresos_salarios_jubilaciones
77,q9,vivienda_y_habitat; territorial
78,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
79,q9,acceso_a_la_educacion; territorial
80,q9,ingresos_salarios_jubilaciones; genero
81,q9,etnico_racial; genero; territorial
83,q9,acceso_a_la_educacion; etnico_racial
84,q9,cuestiona_politicas_afirmativas; etnico_racial; genero
86,q9,no_clasificable
87,q9,acceso_a_la_educacion; territorial
88,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
92,q9,empleo_y_mercado_laboral; acceso_a_la_educacion; acceso_a_la_salud
93,q9,vivienda_y_habitat; ingresos_salarios_jubilaciones
94,q9,territorial; acceso_a_la_educacion
97,q9,ingresos_salarios_jubilaciones; genero; territorial
99,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
100,q9,ingresos_salarios_jubilaciones; vivienda_y_habitat
101,q9,distribucion_de_riqueza_y_poder; etnico_racial
102,q9,vivienda_y_habitat; acceso_a_la_educacion; empleo_y_mercado_laboral
103,q9,no_clasificable
105,q9,distribucion_de_riqueza_y_poder; vivienda_y_habitat; genero
106,q9,territorial; ingresos_salarios_jubilaciones; genero
107,q9,genero; distribucion_de_riqueza_y_poder
108,q9,acceso_a_la_salud; vivienda_y_habitat; acceso_a_la_educacion
109,q9,acceso_a_la_educacion; ingresos_salarios_jubilaciones
110,q9,genero; distribucion_de_riqueza_y_poder
111,q9,territorial; empleo_y_mercado_laboral; acceso_a_la_educacion
112,q9,genero; territorial; ingresos_salarios_jubilaciones
113,q9,acceso_a_la_educacion; acceso_a_la_salud
114,q9,distribucion_de_riqueza_y_poder; no_clasificable
116,q9,genero; ingresos_salarios_jubilaciones
117,q9,ingresos_salarios_jubilaciones; vivienda_y_habitat; acceso_a_la_educacion
118,q9,acceso_a_la_educacion; acceso_a_la_salud; empleo_y_mercado_laboral
120,q9,genero; distribucion_de_riqueza_y_poder
121,q9,acceso_a_la_educacion; acceso_a_la_salud
122,q9,territorial; acceso_a_la_educacion; acceso_a_la_salud
123,q9,acceso_a_la_educacion; ingresos_salarios_jubilaciones
124,q9,ingresos_salarios_jubilaciones; acceso_a_la_educacion; vivienda_y_habitat
127,q9,genero; empleo_y_mercado_laboral
128,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
129,q9,ingresos_salarios_jubilaciones; territorial
131,q9,empleo_y_mercado_laboral; vivienda_y_habitat; acceso_a_la_educacion
133,q9,acceso_a_la_educacion; ingresos_salarios_jubilaciones; empleo_y_mercado_laboral
135,q9,no_clasificable
136,q9,ingresos_salarios_jubilaciones; distribucion_de_riqueza_y_poder
138,q9,ingresos_salarios_jubilaciones; vivienda_y_habitat; acceso_a_la_educacion
139,q9,ingresos_salarios_jubilaciones; empleo_y_mercado_laboral; vivienda_y_habitat
140,q9,empleo_y_mercado_laboral; ingresos_salarios_jubilaciones; territorial
141,q9,genero; etnico_racial; acceso_a_la_educacion
142,q9,acceso_a_la_educacion; acceso_a_la_salud
143,q9,ingresos_salarios_jubilaciones; acceso_a_la_educacion; vivienda_y_habitat
144,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones
145,q9,territorial; ingresos_salarios_jubilaciones; acceso_a_la_educacion
147,q9,distribucion_de_riqueza_y_poder; ingresos_salarios_jubilaciones; territorial
148,q9,genero; territorial
149,q9,ingresos_salarios_jubilaciones; empleo_y_mercado_laboral
150,q9,vivienda_y_habitat; territorial
